var,date_start,date_end,psi,taub
loan__137_petty_amount_sum_1m,2019-04-01,2019-05-01,0.00012636093466456602,0.911111111111111
loan__137_overdue2_6m,2019-04-01,2019-05-01,0.0005784127254179253,0.9555555555555554
loan__137_overdue2_3m,2019-04-01,2019-05-01,0.0005881746159500532,0.9555555555555554
loan__137_overdue2_1m,2019-04-01,2019-05-01,0.00020455037806578472,0.9999999999999999
loan__137_overdue1_6m,2019-04-01,2019-05-01,0.0017515466950025777,0.9555555555555554
loan__137_overdue1_3m,2019-04-01,2019-05-01,0.0017571396246052508,0.9999999999999999
loan__137_overdue1_1m,2019-04-01,2019-05-01,6.158365867798197e-05,0.9999999999999999
loan__137_orgcnt_6m,2019-04-01,2019-05-01,0.0026558222447464227,0.9999999999999999
loan__137_orgcnt_3m,2019-04-01,2019-05-01,0.002657663385260535,0.9555555555555554
loan__137_orgcnt_1m,2019-04-01,2019-05-01,0.00019947177462997605,0.9999999999999999
loan__137_little_overdue2_6m,2019-04-01,2019-05-01,5.7879155502377094e-05,1.0
loan__137_little_overdue2_3m,2019-04-01,2019-05-01,5.780613815199225e-05,1.0
loan__137_little_overdue2_1m,2019-04-01,2019-05-01,1.3140202252226917e-05,1.0
loan__137_little_overdue1_6m,2019-04-01,2019-05-01,0.0002366626528088386,0.8222222222222221
loan__137_little_overdue1_3m,2019-04-01,2019-05-01,0.00023307750396634917,1.0
loan__137_little_overdue1_1m,2019-04-01,2019-05-01,1.4997209767574712e-05,0.9555555555555554
loan__137_little_orgcnt_6m,2019-04-01,2019-05-01,0.0006873549946123227,0.9653072991634228
loan__137_little_orgcnt_3m,2019-04-01,2019-05-01,0.0006870626152557723,0.9636241116594314
loan__137_little_orgcnt_1m,2019-04-01,2019-05-01,1.2473747320615922e-05,1.0
loan__137_little_cnt_6m,2019-04-01,2019-05-01,0.00026396030033630784,0.7777777777777777
loan__137_little_cnt_3m,2019-04-01,2019-05-01,0.00025596779396743304,1.0
loan__137_little_cnt_1m,2019-04-01,2019-05-01,1.96378136197735e-05,0.9555555555555554
loan__137_little_amount_sum_6m,2019-04-01,2019-05-01,0.000120793677416602,0.8222222222222221
loan__137_little_amount_sum_3m,2019-04-01,2019-05-01,0.00012103706355425954,0.911111111111111
loan__137_little_amount_sum_1m,2019-04-01,2019-05-01,1.2704623157699815e-05,0.9555555555555554
loan__137_finance_overdue2_6m,2019-04-01,2019-05-01,8.51446196529953e-05,0.9999999999999999
loan__137_finance_overdue2_3m,2019-04-01,2019-05-01,8.552107855860466e-05,0.9555555555555554
loan__137_finance_overdue2_1m,2019-04-01,2019-05-01,1.3910852804779882e-05,0.9555555555555554
loan__137_finance_overdue1_6m,2019-04-01,2019-05-01,0.00020989872092747524,0.9555555555555554
loan__137_finance_overdue1_3m,2019-04-01,2019-05-01,0.00020455304311160145,0.911111111111111
loan__137_finance_overdue1_1m,2019-04-01,2019-05-01,0.0014208882528069322,0.9555555555555554
loan__137_finance_orgcnt_6m,2019-04-01,2019-05-01,0.0016058942779482212,0.9636241116594314
loan__137_finance_orgcnt_3m,2019-04-01,2019-05-01,0.0016111110585241835,0.9636241116594314
loan__137_finance_orgcnt_1m,2019-04-01,2019-05-01,0.0010156970844227545,1.0
loan__137_finance_cnt_6m,2019-04-01,2019-05-01,0.0002116952716240238,0.9555555555555554
loan__137_finance_cnt_3m,2019-04-01,2019-05-01,0.00020909531443135684,0.9555555555555554
loan__137_finance_cnt_1m,2019-04-01,2019-05-01,0.0013712380020513045,0.9555555555555554
loan__137_finance_amount_sum_6m,2019-04-01,2019-05-01,1.4108537775529184e-05,0.9555555555555554
loan__137_finance_amount_sum_3m,2019-04-01,2019-05-01,1.391555227665585e-05,0.9555555555555554
loan__137_finance_amount_sum_1m,2019-04-01,2019-05-01,0.0012753364106582038,0.8222222222222221
loan__137_cnt_6m,2019-04-01,2019-05-01,0.0019443394858982828,0.9555555555555554
loan__137_cnt_3m,2019-04-01,2019-05-01,0.0019451160195220756,0.9999999999999999
loan__137_cnt_1m,2019-04-01,2019-05-01,0.00017012775412455635,0.9555555555555554
loan__137_amount_sum_6m,2019-04-01,2019-05-01,0.001272594468750196,0.9555555555555554
loan__137_amount_sum_3m,2019-04-01,2019-05-01,0.0012794556238776332,0.911111111111111
loan__137_amount_sum_1m,2019-04-01,2019-05-01,0.00023189823521171997,0.8666666666666666
loan__135_strong_orgcnt_6m,2019-04-01,2019-05-01,0.0010434422119939895,0.9660917830792959
loan__135_strong_orgcnt_3m,2019-04-01,2019-05-01,0.0010433667439581928,1.0
loan__135_strong_orgcnt_1m,2019-04-01,2019-05-01,1.9986926348468523e-06,1.0
loan__135_strong_cnt_6m,2019-04-01,2019-05-01,0.0001934169329432627,0.9555555555555554
loan__135_strong_cnt_3m,2019-04-01,2019-05-01,0.00018809135430021968,0.9555555555555554
loan__135_strong_cnt_1m,2019-04-01,2019-05-01,1.98494889561532e-05,1.0
loan__135_strong_amount_sum_6m,2019-04-01,2019-05-01,6.293141593019328e-05,0.7777777777777777
loan__135_strong_amount_sum_3m,2019-04-01,2019-05-01,6.250642325302623e-05,0.7777777777777777
loan__135_strong_amount_sum_1m,2019-04-01,2019-05-01,2.6749593012797316e-05,0.6888888888888888
loan__135_strong_amount_min_6m,2019-04-01,2019-05-01,3.0363005607113454e-05,0.9555555555555554
loan__135_strong_amount_min_3m,2019-04-01,2019-05-01,3.039727415411291e-05,0.9555555555555554
loan__135_strong_amount_min_1m,2019-04-01,2019-05-01,2.6119782093351665e-05,0.7777777777777777
loan__135_strong_amount_max_6m,2019-04-01,2019-05-01,3.0470009968263368e-05,0.9555555555555554
loan__135_strong_amount_max_3m,2019-04-01,2019-05-01,3.0383818154223098e-05,0.9999999999999999
loan__135_strong_amount_max_1m,2019-04-01,2019-05-01,2.5785080275170556e-05,0.8222222222222221
loan__135_strong_amount_cnt_6m,2019-04-01,2019-05-01,0.00015728775135622153,0.9555555555555554
loan__135_strong_amount_cnt_3m,2019-04-01,2019-05-01,0.00017981084290994201,0.9555555555555554
loan__135_strong_amount_cnt_1m,2019-04-01,2019-05-01,1.8102925128298262e-05,1.0
loan__135_stages_orgcnt_6m,2019-04-01,2019-05-01,0.003679098463228557,0.9438798074485389
loan__135_stages_orgcnt_3m,2019-04-01,2019-05-01,0.003796042390011416,0.9999999999999999
loan__135_stages_orgcnt_1m,2019-04-01,2019-05-01,3.082795680982672e-05,1.0
loan__135_stages_cnt_6m,2019-04-01,2019-05-01,0.0010978504682073176,0.9555555555555554
loan__135_stages_cnt_3m,2019-04-01,2019-05-01,0.0011136891195084662,0.8666666666666666
loan__135_stages_cnt_1m,2019-04-01,2019-05-01,4.807514552226746e-05,0.9999999999999999
loan__135_stages_amount_sum_6m,2019-04-01,2019-05-01,0.0006242958271250175,0.8666666666666666
loan__135_stages_amount_sum_3m,2019-04-01,2019-05-01,0.000626425657819436,0.7777777777777777
loan__135_stages_amount_sum_1m,2019-04-01,2019-05-01,0.00011980712992603518,0.911111111111111
loan__135_stages_amount_min_6m,2019-04-01,2019-05-01,0.00011669488881792936,0.9999999999999999
loan__135_stages_amount_min_3m,2019-04-01,2019-05-01,0.00012366641484666275,0.9999999999999999
loan__135_stages_amount_min_1m,2019-04-01,2019-05-01,6.908176674335819e-05,0.9999999999999999
loan__135_stages_amount_max_6m,2019-04-01,2019-05-01,0.0002028011372682034,0.9999999999999999
loan__135_stages_amount_max_3m,2019-04-01,2019-05-01,0.00019487778049483511,0.9555555555555554
loan__135_stages_amount_max_1m,2019-04-01,2019-05-01,9.585552387498611e-05,0.9555555555555554
loan__135_stages_amount_cnt_6m,2019-04-01,2019-05-01,0.0008048954167325766,0.9555555555555554
loan__135_stages_amount_cnt_3m,2019-04-01,2019-05-01,0.0008332008581062813,0.9555555555555554
loan__135_stages_amount_cnt_1m,2019-04-01,2019-05-01,8.009636112077476e-05,0.9999999999999999
loan__135_petty_orgcnt_6m,2019-04-01,2019-05-01,0.010848022075193402,0.911111111111111
loan__135_petty_orgcnt_3m,2019-04-01,2019-05-01,0.010982238062788497,0.9555555555555554
loan__135_petty_orgcnt_1m,2019-04-01,2019-05-01,0.0003283466325809186,0.9545454545454546
loan__135_petty_cnt_6m,2019-04-01,2019-05-01,0.006166501863570002,0.9999999999999999
loan__135_petty_cnt_3m,2019-04-01,2019-05-01,0.006183869145469774,0.9999999999999999
loan__135_petty_cnt_1m,2019-04-01,2019-05-01,0.00070408497093876,0.911111111111111
loan__135_petty_amount_sum_6m,2019-04-01,2019-05-01,0.0014770152584923772,0.8666666666666666
loan__135_petty_amount_sum_3m,2019-04-01,2019-05-01,0.0014992236296892875,0.8222222222222221
loan__135_petty_amount_sum_1m,2019-04-01,2019-05-01,0.0022182210206303254,0.6888888888888888
loan__135_petty_amount_min_6m,2019-04-01,2019-05-01,0.0003475725438938469,0.9555555555555554
loan__135_petty_amount_min_3m,2019-04-01,2019-05-01,0.0003451325473427213,0.9999999999999999
loan__135_petty_amount_min_1m,2019-04-01,2019-05-01,0.001680313758752879,0.8222222222222221
loan__135_petty_amount_max_6m,2019-04-01,2019-05-01,0.0004336481566470083,0.8666666666666666
loan__135_petty_amount_max_3m,2019-04-01,2019-05-01,0.0004232320433450047,0.911111111111111
loan__135_petty_amount_max_1m,2019-04-01,2019-05-01,0.0018516068544542727,0.8222222222222221
loan__135_petty_amount_cnt_6m,2019-04-01,2019-05-01,0.004083909855369817,0.9999999999999999
loan__135_petty_amount_cnt_3m,2019-04-01,2019-05-01,0.004096721812416625,0.9555555555555554
loan__135_petty_amount_cnt_1m,2019-04-01,2019-05-01,0.0020520274390523094,0.911111111111111
loan__135_orgcnt_6m,2019-04-01,2019-05-01,0.013071943032062657,0.9999999999999999
loan__135_orgcnt_3m,2019-04-01,2019-05-01,0.013073920645966856,0.9999999999999999
loan__135_orgcnt_1m,2019-04-01,2019-05-01,0.00021853455299266088,0.911111111111111
loan__135_little_orgcnt_6m,2019-04-01,2019-05-01,0.005814741666867104,1.0
loan__135_little_orgcnt_3m,2019-04-01,2019-05-01,0.005814205014041622,1.0
loan__135_little_orgcnt_1m,2019-04-01,2019-05-01,0.00014407117928521518,1.0
loan__135_little_cnt_6m,2019-04-01,2019-05-01,0.0012977813124289894,0.911111111111111
loan__135_little_cnt_3m,2019-04-01,2019-05-01,0.0013242282456426661,0.911111111111111
loan__135_little_cnt_1m,2019-04-01,2019-05-01,0.0004203016049382351,1.0
loan__135_little_amount_sum_6m,2019-04-01,2019-05-01,0.0003213077064437172,0.8222222222222221
loan__135_little_amount_sum_3m,2019-04-01,2019-05-01,0.00032762294790133567,0.7333333333333333
loan__135_little_amount_sum_1m,2019-04-01,2019-05-01,0.00033115842846856387,0.911111111111111
loan__135_little_amount_min_6m,2019-04-01,2019-05-01,2.1809095267459947e-05,0.9555555555555554
loan__135_little_amount_min_3m,2019-04-01,2019-05-01,2.1530932668535416e-05,0.8666666666666666
loan__135_little_amount_min_1m,2019-04-01,2019-05-01,0.00032123113222865375,0.9999999999999999
loan__135_little_amount_max_6m,2019-04-01,2019-05-01,2.0546756030554068e-05,0.9999999999999999
loan__135_little_amount_max_3m,2019-04-01,2019-05-01,2.1565113112479098e-05,0.8666666666666666
loan__135_little_amount_max_1m,2019-04-01,2019-05-01,0.00031885686952426326,0.9999999999999999
loan__135_little_amount_cnt_6m,2019-04-01,2019-05-01,0.0010873392471509396,0.9999999999999999
loan__135_little_amount_cnt_3m,2019-04-01,2019-05-01,0.0011770143485237527,0.911111111111111
loan__135_little_amount_cnt_1m,2019-04-01,2019-05-01,0.00029657422974402656,0.9888264649460884
loan__135_finance_orgcnt_6m,2019-04-01,2019-05-01,0.009492291270400535,0.9200874124564723
loan__135_finance_orgcnt_3m,2019-04-01,2019-05-01,0.009486978061205102,0.9545454545454546
loan__135_finance_orgcnt_1m,2019-04-01,2019-05-01,1.3556269529068057e-07,1.0
loan__135_finance_cnt_6m,2019-04-01,2019-05-01,0.0035767938136470065,0.8666666666666666
loan__135_finance_cnt_3m,2019-04-01,2019-05-01,0.003541744666917474,0.911111111111111
loan__135_finance_cnt_1m,2019-04-01,2019-05-01,0.00101426972716719,0.9545454545454546
loan__135_finance_amount_sum_6m,2019-04-01,2019-05-01,0.000833079503125518,0.911111111111111
loan__135_finance_amount_sum_3m,2019-04-01,2019-05-01,0.0008253946229144414,0.911111111111111
loan__135_finance_amount_sum_1m,2019-04-01,2019-05-01,0.0006482312111722666,0.6888888888888888
loan__135_finance_amount_min_6m,2019-04-01,2019-05-01,0.00012094529135921989,0.9555555555555554
loan__135_finance_amount_min_3m,2019-04-01,2019-05-01,0.00012165292426882481,0.9555555555555554
loan__135_finance_amount_min_1m,2019-04-01,2019-05-01,0.0003277635662633533,0.5111111111111111
loan__135_finance_amount_max_6m,2019-04-01,2019-05-01,0.00016291443302373696,0.9555555555555554
loan__135_finance_amount_max_3m,2019-04-01,2019-05-01,0.00016380538834357493,0.9555555555555554
loan__135_finance_amount_max_1m,2019-04-01,2019-05-01,0.000310723536562265,0.8666666666666666
loan__135_finance_amount_cnt_6m,2019-04-01,2019-05-01,0.002933524826259142,0.8666666666666666
loan__135_finance_amount_cnt_3m,2019-04-01,2019-05-01,0.003272167956640033,0.9555555555555554
loan__135_finance_amount_cnt_1m,2019-04-01,2019-05-01,0.0018304034510464103,1.0
loan__135_cnt_6m,2019-04-01,2019-05-01,0.006281789446876524,0.9555555555555554
loan__135_cnt_3m,2019-04-01,2019-05-01,0.0062790858937746465,0.9555555555555554
loan__135_cnt_1m,2019-04-01,2019-05-01,0.00044741100200893863,0.9999999999999999
loan__135_amount_sum_6m,2019-04-01,2019-05-01,0.0020812307676072723,0.9555555555555554
loan__135_amount_sum_3m,2019-04-01,2019-05-01,0.0022007637334590705,0.8222222222222221
loan__135_amount_sum_1m,2019-04-01,2019-05-01,0.0027482254061084927,0.6888888888888888
loan__135_amount_min_6m,2019-04-01,2019-05-01,0.000286165075710939,0.9999999999999999
loan__135_amount_min_3m,2019-04-01,2019-05-01,0.00027944602184256805,0.9999999999999999
loan__135_amount_min_1m,2019-04-01,2019-05-01,0.002042581519610682,0.9555555555555554
loan__135_amount_max_6m,2019-04-01,2019-05-01,0.00042483008133506163,0.9999999999999999
loan__135_amount_max_3m,2019-04-01,2019-05-01,0.00041924489485288335,0.911111111111111
loan__135_amount_max_1m,2019-04-01,2019-05-01,0.0022239787198522665,0.7777777777777777
loan__135_amount_cnt_6m,2019-04-01,2019-05-01,0.005651613055363559,0.9555555555555554
loan__135_amount_cnt_3m,2019-04-01,2019-05-01,0.005756336716184777,0.9999999999999999
loan__135_amount_cnt_1m,2019-04-01,2019-05-01,0.002884332611778527,0.9999999999999999
loan__134_strong_cnt_6m,2019-04-01,2019-05-01,0.00015928489652209196,0.8461538461538461
loan__134_strong_cnt_3m,2019-04-01,2019-05-01,0.0001590899820283215,0.8285714285714285
loan__134_strong_cnt_1m,2019-04-01,2019-05-01,0.0001493362304212932,0.8285714285714285
loan__134_stages_cnt_6m,2019-04-01,2019-05-01,0.0002074326579240515,0.9523809523809522
loan__134_stages_cnt_3m,2019-04-01,2019-05-01,0.0002074326579240515,0.9523809523809522
loan__134_stages_cnt_1m,2019-04-01,2019-05-01,3.857290988944283e-05,1.0
loan__134_petty_cnt_6m,2019-04-01,2019-05-01,0.0010320064549016678,0.9999999999999999
loan__134_petty_cnt_3m,2019-04-01,2019-05-01,0.001032554198460916,0.9999999999999999
loan__134_petty_cnt_1m,2019-04-01,2019-05-01,0.00014550389203455417,0.9090909090909091
loan__134_little_cnt_6m,2019-04-01,2019-05-01,3.611930616734129e-05,0.9555555555555554
loan__134_little_cnt_3m,2019-04-01,2019-05-01,3.6171682519440524e-05,1.0
loan__134_little_cnt_1m,2019-04-01,2019-05-01,1.5596505449521848e-05,0.9545454545454546
loan__134_finance_cnt_6m,2019-04-01,2019-05-01,3.0169728048197808e-05,0.9258200997725515
loan__134_finance_cnt_3m,2019-04-01,2019-05-01,3.0378009068007487e-05,0.9258200997725515
loan__134_finance_cnt_1m,2019-04-01,2019-05-01,3.6113118587779486e-06,1.0
loan__134_cnt_6m,2019-04-01,2019-05-01,0.0012062009010279037,0.9999999999999999
loan__134_cnt_3m,2019-04-01,2019-05-01,0.001205926311389295,0.9999999999999999
loan__134_cnt_1m,2019-04-01,2019-05-01,0.00013051909553900317,0.9090909090909091
loan__131_strong_orgcnt_6m,2019-04-01,2019-05-01,1.3409098666705685e-05,0.8944271909999159
loan__131_strong_orgcnt_3m,2019-04-01,2019-05-01,1.3409098666705685e-05,0.8944271909999159
loan__131_strong_orgcnt_1m,2019-04-01,2019-05-01,2.0630747908406478e-07,1.0
loan__131_strong_cnt_6m,2019-04-01,2019-05-01,1.0994100923019135e-05,0.9880235200593538
loan__131_strong_cnt_3m,2019-04-01,2019-05-01,1.1007795122128271e-05,0.9999999999999999
loan__131_strong_cnt_1m,2019-04-01,2019-05-01,1.906443807034946e-05,0.8571428571428571
loan__131_stages_orgcnt_6m,2019-04-01,2019-05-01,0.0006351126635587369,1.0
loan__131_stages_orgcnt_3m,2019-04-01,2019-05-01,0.0006349525056159506,0.9473309334313418
loan__131_stages_orgcnt_1m,2019-04-01,2019-05-01,1.641096088997353e-05,1.0
loan__131_stages_cnt_6m,2019-04-01,2019-05-01,0.00048513703806029614,0.9999999999999999
loan__131_stages_cnt_3m,2019-04-01,2019-05-01,0.00048462288398844856,1.0
loan__131_stages_cnt_1m,2019-04-01,2019-05-01,8.242215819665833e-06,1.0
loan__131_petty_orgcnt_6m,2019-04-01,2019-05-01,0.005285539079998129,0.9999999999999999
loan__131_petty_orgcnt_3m,2019-04-01,2019-05-01,0.0052849685915338585,1.0
loan__131_petty_orgcnt_1m,2019-04-01,2019-05-01,0.0019542626339501034,0.9487179487179487
loan__131_petty_cnt_6m,2019-04-01,2019-05-01,0.005649459792690746,0.9555555555555554
loan__131_petty_cnt_3m,2019-04-01,2019-05-01,0.005647029364185291,1.0
loan__131_petty_cnt_1m,2019-04-01,2019-05-01,0.002032729260449374,1.0
loan__131_orgcnt_6m,2019-04-01,2019-05-01,0.005633219375167331,0.9999999999999999
loan__131_orgcnt_3m,2019-04-01,2019-05-01,0.00563201426635883,0.9555555555555554
loan__131_orgcnt_1m,2019-04-01,2019-05-01,0.0017124619933610076,0.9487179487179487
loan__131_little_orgcnt_6m,2019-04-01,2019-05-01,0.0004378441051594049,0.9128709291752768
loan__131_little_orgcnt_3m,2019-04-01,2019-05-01,0.0004377833826405852,1.0
loan__131_little_orgcnt_1m,2019-04-01,2019-05-01,1.028232803527701e-05,1.0
loan__131_little_cnt_6m,2019-04-01,2019-05-01,0.0003038334373021748,0.9999999999999999
loan__131_little_cnt_3m,2019-04-01,2019-05-01,0.00030381767286089315,1.0
loan__131_little_cnt_1m,2019-04-01,2019-05-01,1.036445564693844e-05,1.0
loan__131_finance_orgcnt_6m,2019-04-01,2019-05-01,0.0005948770220273859,0.8451542547285166
loan__131_finance_orgcnt_3m,2019-04-01,2019-05-01,0.0005950417306362818,0.9258200997725515
loan__131_finance_orgcnt_1m,2019-04-01,2019-05-01,0.00014361941608489063,0.8944271909999159
loan__131_finance_cnt_6m,2019-04-01,2019-05-01,0.0003153512877430186,0.9555555555555554
loan__131_finance_cnt_3m,2019-04-01,2019-05-01,0.00031538918117325057,0.9555555555555554
loan__131_finance_cnt_1m,2019-04-01,2019-05-01,0.00014324854268311284,1.0
loan__131_cnt_6m,2019-04-01,2019-05-01,0.005912115425806162,0.9999999999999999
loan__131_cnt_3m,2019-04-01,2019-05-01,0.005911961609303313,0.9999999999999999
loan__131_cnt_1m,2019-04-01,2019-05-01,0.001820167510488609,0.9999999999999999
loan__888_strong_cnt_6m,2019-04-01,2019-05-01,1.2374353505964619e-06,1.0
loan__888_strong_cnt_3m,2019-04-01,2019-05-01,1.2134489259879335e-06,1.0
loan__888_strong_cnt_1m,2019-04-01,2019-05-01,5.4952191774490186e-08,1.0
loan__888_stages_cnt_6m,2019-04-01,2019-05-01,0.0011136130918284924,0.9999999999999999
loan__888_stages_cnt_3m,2019-04-01,2019-05-01,0.0011144424204931034,0.9999999999999999
loan__888_stages_cnt_1m,2019-04-01,2019-05-01,1.7215591427554724e-05,0.9555555555555554
loan__888_petty_cnt_6m,2019-04-01,2019-05-01,0.002709819566572199,0.9999999999999999
loan__888_petty_cnt_3m,2019-04-01,2019-05-01,0.0027013733240443226,0.9555555555555554
loan__888_petty_cnt_1m,2019-04-01,2019-05-01,0.00015403979221403297,0.9555555555555554
loan__888_little_cnt_6m,2019-04-01,2019-05-01,1.1507991816849224e-05,0.9090909090909091
loan__888_little_cnt_3m,2019-04-01,2019-05-01,1.149855190334454e-05,0.9545454545454546
loan__888_little_cnt_1m,2019-04-01,2019-05-01,2.2581548046775787e-06,1.0
loan__888_finance_cnt_6m,2019-04-01,2019-05-01,0.00033727548615917265,0.9999999999999999
loan__888_finance_cnt_3m,2019-04-01,2019-05-01,0.00033725085790494135,1.0
loan__888_finance_cnt_1m,2019-04-01,2019-05-01,6.267503969445868e-05,1.0
loan__888_cnt_6m,2019-04-01,2019-05-01,0.003065530138510356,0.9999999999999999
loan__888_cnt_3m,2019-04-01,2019-05-01,0.003057404376647776,0.9999999999999999
loan__888_cnt_1m,2019-04-01,2019-05-01,0.00011286780145145299,0.9999999999999999
loan__59_strong_orgcnt_6m,2019-04-01,2019-05-01,4.669580721135151e-08,0.8416254115301732
loan__59_strong_orgcnt_3m,2019-04-01,2019-05-01,4.669580721135151e-08,0.8416254115301732
loan__59_strong_orgcnt_1m,2019-04-01,2019-05-01,2.4130036732668905e-08,1.0
loan__59_strong_cnt_6m,2019-04-01,2019-05-01,7.838288470927663e-08,0.819891591749923
loan__59_strong_cnt_3m,2019-04-01,2019-05-01,7.838288470927663e-08,0.819891591749923
loan__59_strong_cnt_1m,2019-04-01,2019-05-01,6.474617994452949e-08,0.6666666666666669
loan__59_stages_orgcnt_6m,2019-04-01,2019-05-01,0.0005884059789890035,0.8918825850158447
loan__59_stages_orgcnt_3m,2019-04-01,2019-05-01,0.0005884901141433138,0.9473309334313418
loan__59_stages_orgcnt_1m,2019-04-01,2019-05-01,8.440476940392227e-06,1.0
loan__59_stages_cnt_6m,2019-04-01,2019-05-01,0.0002306630055318619,0.8666666666666666
loan__59_stages_cnt_3m,2019-04-01,2019-05-01,0.0002312908351676947,0.7777777777777777
loan__59_stages_cnt_1m,2019-04-01,2019-05-01,1.12038109851826e-05,0.911111111111111
loan__59_petty_orgcnt_6m,2019-04-01,2019-05-01,0.0019903658934873033,1.0
loan__59_petty_orgcnt_3m,2019-04-01,2019-05-01,0.001990364922370447,1.0
loan__59_petty_orgcnt_1m,2019-04-01,2019-05-01,4.206291422044527e-06,1.0
loan__59_petty_cnt_6m,2019-04-01,2019-05-01,0.0005058779169381464,0.9555555555555554
loan__59_petty_cnt_3m,2019-04-01,2019-05-01,0.0005075607823058954,0.9999999999999999
loan__59_petty_cnt_1m,2019-04-01,2019-05-01,3.583555163682484e-05,0.9999999999999999
loan__59_orgcnt_6m,2019-04-01,2019-05-01,0.0023486145275193014,0.9999999999999999
loan__59_orgcnt_3m,2019-04-01,2019-05-01,0.0023482842813831927,1.0
loan__59_orgcnt_1m,2019-04-01,2019-05-01,2.045244145003523e-05,1.0
loan__59_little_orgcnt_6m,2019-04-01,2019-05-01,2.2241347676208562e-05,0.8944271909999159
loan__59_little_orgcnt_3m,2019-04-01,2019-05-01,2.2241347676208562e-05,0.8944271909999159
loan__59_little_orgcnt_1m,2019-04-01,2019-05-01,3.859039868109283e-07,1.0
loan__59_little_cnt_6m,2019-04-01,2019-05-01,5.153085246651272e-06,0.8666666666666666
loan__59_little_cnt_3m,2019-04-01,2019-05-01,5.088592836231326e-06,0.9318181818181819
loan__59_little_cnt_1m,2019-04-01,2019-05-01,1.8597473781489091e-06,1.0
loan__59_finance_orgcnt_6m,2019-04-01,2019-05-01,0.0019401898923070834,0.7844645405527362
loan__59_finance_orgcnt_3m,2019-04-01,2019-05-01,0.001940211088174371,0.8280786712108251
loan__59_finance_orgcnt_1m,2019-04-01,2019-05-01,3.642201116746634e-05,0.8944271909999159
loan__59_finance_cnt_6m,2019-04-01,2019-05-01,0.00039679816080969327,0.8222222222222221
loan__59_finance_cnt_3m,2019-04-01,2019-05-01,0.0004067216910277874,0.8666666666666666
loan__59_finance_cnt_1m,2019-04-01,2019-05-01,7.417625051068928e-05,0.9555555555555554
loan__59_cnt_6m,2019-04-01,2019-05-01,0.0007957937213954723,0.9999999999999999
loan__59_cnt_3m,2019-04-01,2019-05-01,0.0007878304767922742,0.9999999999999999
loan__59_cnt_1m,2019-04-01,2019-05-01,4.3856422981896363e-05,0.911111111111111
loan__58_strong_orgcnt_6m,2019-04-01,2019-05-01,2.7734924531024443e-05,0.8185874846865605
loan__58_strong_orgcnt_3m,2019-04-01,2019-05-01,2.7729338946627433e-05,0.8640987597877147
loan__58_strong_orgcnt_1m,2019-04-01,2019-05-01,1.2335077028894106e-08,1.0
loan__58_strong_cnt_6m,2019-04-01,2019-05-01,9.706454587008222e-06,1.0
loan__58_strong_cnt_3m,2019-04-01,2019-05-01,9.704904058409171e-06,1.0
loan__58_strong_cnt_1m,2019-04-01,2019-05-01,5.122761045746105e-08,1.0
loan__58_strong_amount_sum_6m,2019-04-01,2019-05-01,7.522215196267431e-07,0.7777777777777777
loan__58_strong_amount_sum_3m,2019-04-01,2019-05-01,7.479499898939176e-07,0.8222222222222221
loan__58_strong_amount_sum_1m,2019-04-01,2019-05-01,1.3963416097249697e-07,0.8666666666666666
loan__58_strong_amount_max_6m,2019-04-01,2019-05-01,4.269849742930076e-07,0.7777777777777777
loan__58_strong_amount_max_3m,2019-04-01,2019-05-01,4.186354048146172e-07,0.8666666666666666
loan__58_strong_amount_max_1m,2019-04-01,2019-05-01,1.4397383970934312e-07,0.8666666666666666
loan__58_strong_amount_cnt_6m,2019-04-01,2019-05-01,2.3862350942232437e-06,1.0
loan__58_strong_amount_cnt_3m,2019-04-01,2019-05-01,2.386851201132199e-06,1.0
loan__58_strong_amount_cnt_1m,2019-04-01,2019-05-01,9.731774080766932e-08,1.0
loan__58_stages_orgcnt_6m,2019-04-01,2019-05-01,0.0012094894863767577,0.9660917830792959
loan__58_stages_orgcnt_3m,2019-04-01,2019-05-01,0.001209997299309202,0.9770084209183945
loan__58_stages_orgcnt_1m,2019-04-01,2019-05-01,6.391933355268871e-06,1.0
loan__58_stages_cnt_6m,2019-04-01,2019-05-01,0.0005288106356506462,0.9555555555555554
loan__58_stages_cnt_3m,2019-04-01,2019-05-01,0.0005304977634673889,0.9999999999999999
loan__58_stages_cnt_1m,2019-04-01,2019-05-01,3.863000620907581e-06,0.9999999999999999
loan__58_stages_amount_sum_6m,2019-04-01,2019-05-01,0.0002831656240366146,0.911111111111111
loan__58_stages_amount_sum_3m,2019-04-01,2019-05-01,0.0002873993295666562,0.8666666666666666
loan__58_stages_amount_sum_1m,2019-04-01,2019-05-01,1.3527617967525023e-05,0.8222222222222221
loan__58_stages_amount_max_6m,2019-04-01,2019-05-01,0.00015663946616956346,0.8222222222222221
loan__58_stages_amount_max_3m,2019-04-01,2019-05-01,0.000156150026349856,0.911111111111111
loan__58_stages_amount_max_1m,2019-04-01,2019-05-01,1.5321580661699544e-05,0.9999999999999999
loan__58_stages_amount_cnt_6m,2019-04-01,2019-05-01,0.0005330757816907452,0.9555555555555554
loan__58_stages_amount_cnt_3m,2019-04-01,2019-05-01,0.0005356817863159622,0.9555555555555554
loan__58_stages_amount_cnt_1m,2019-04-01,2019-05-01,1.0900238736853189e-05,0.9770084209183945
