dt_miss,sms_date_miss,phone_miss,sms_time_miss,mechanism_miss,category_2_miss,category_3_miss,amount_miss,balance_miss,business_date_miss,overdue_days_miss,overdue_level_miss,address_1_miss,address_2_miss,channel_miss,sms_time_slot_miss,sms_week_slot_miss,loan_properties_miss,total_num,unique_num,table_name,dt
0,0,0,0,148142103,0,0,0,0,569507262,0,0,927589498,941861961,0,0,0,0,942567687,470064847,gdl_jrs_msg_parse,2019-03-01
0,0,0,0,143744374,0,0,0,0,486555531,0,0,833258294,833548348,0,0,0,0,838753919,445168725,gdl_jrs_msg_parse,2019-03-02
0,0,0,0,100854583,0,0,0,0,425119061,0,0,705894161,723604337,0,0,0,0,723988001,385484836,gdl_jrs_msg_parse,2019-03-03
0,0,0,0,118296197,0,0,0,0,419166737,0,0,688868233,688923792,0,0,0,0,689003468,436791879,gdl_jrs_msg_parse,2019-03-04
0,0,0,0,108801740,0,0,0,0,471015471,0,0,747886945,748559964,0,0,0,0,766797443,421934718,gdl_jrs_msg_parse,2019-03-05
0,0,0,0,98004950,0,0,0,0,411246223,0,0,719922844,720513006,0,0,0,0,722145318,403806649,gdl_jrs_msg_parse,2019-03-06
0,0,0,0,51492418,0,0,0,0,149025778,0,0,231159724,231297571,0,0,0,0,234463209,163606706,gdl_jrs_msg_parse,2019-03-07
0,0,0,0,115871133,0,0,0,0,292967605,0,0,440354371,440380825,0,0,0,0,440410832,320818674,gdl_jrs_msg_parse,2019-03-08
0,0,0,0,87471639,0,0,0,0,366433742,0,0,623545014,623652900,0,0,0,0,623721978,399429346,gdl_jrs_msg_parse,2019-03-09
0,0,0,0,208627815,0,0,0,0,805285918,0,0,1425620876,1425865492,0,0,0,0,1426033001,663775346,gdl_jrs_msg_parse,2019-03-10
0,0,0,0,230973000,0,0,0,0,941420211,0,0,1720219546,1720374265,0,0,0,0,1720604147,781062823,gdl_jrs_msg_parse,2019-03-11
0,0,0,0,251510861,0,0,0,0,1023668033,0,0,1689341840,1689500211,0,0,0,0,1689726431,747475805,gdl_jrs_msg_parse,2019-03-12
0,0,0,0,251273982,0,0,0,0,1050000726,0,0,1695122373,1695284880,0,0,0,0,1695507994,751401215,gdl_jrs_msg_parse,2019-03-13
0,0,0,0,241220589,0,0,0,0,951107583,0,0,1550273131,1550409549,0,0,0,0,1550625162,698460721,gdl_jrs_msg_parse,2019-03-14
0,0,0,0,341394934,0,0,0,0,1083287823,0,0,1884947579,1885262948,0,0,0,0,1885491803,839757382,gdl_jrs_msg_parse,2019-03-15
0,0,0,0,249886508,0,0,0,0,938987031,0,0,1574861788,1574965854,0,0,0,0,1575125621,731192896,gdl_jrs_msg_parse,2019-03-16
