2020-03-01_2020-04-01,0,1,2,3,4,5
0,0.9577,0.0328,0.0055,0.004,0.0,0.0
1,0.9343,0.0527,0.0089,0.0042,0.0,0.0
2,0.8491,0.0675,0.0471,0.0362,0.0,0.0
3,0.8303,0.0212,0.0354,0.1126,0.0003,0.0001
4,0.6667,0.0,0.0,0.2308,0.1026,0.0
5,0.9333,0.0,0.0,0.0,0.0,0.0667
