2020-02-01_2020-03-01,0,1,2,3,4,5
0,0.9497,0.0382,0.007,0.0051,0.0,0.0
1,0.8979,0.0791,0.0147,0.0083,0.0,0.0
2,0.783,0.0937,0.0678,0.0556,0.0,0.0
3,0.7655,0.0282,0.0458,0.1595,0.0009,0.0001
4,0.74,0.0,0.0,0.18,0.08,0.0
5,1.0,0.0,0.0,0.0,0.0,0.0
