2020-03-01_2020-04-01,0,1,2,3,4,5
0,0.9746,0.0204,0.0031,0.0019,0.0,0.0
1,0.9574,0.0339,0.0059,0.0027,0.0,0.0
2,0.8594,0.0633,0.0471,0.0302,0.0,0.0
3,0.8412,0.0244,0.036,0.0982,0.0002,0.0
4,0.75,0.0,0.0,0.1667,0.0833,0.0
5,0.0,0.0,0.0,0.0,0.0,1.0
