2020-07-01_2020-08-01,0,1,2,3,4,5
0,0.9623,0.0292,0.0049,0.0036,0.0,0.0
1,0.9282,0.0608,0.0082,0.0028,0.0,0.0
2,0.8376,0.0815,0.0515,0.0294,0.0,0.0
3,0.8296,0.0279,0.036,0.106,0.0003,0.0001
4,0.95,0.0,0.0,0.05,0.0,0.0
5,0.8889,0.0,0.0,0.1111,0.0,0.0
