2020-02-01_2020-03-01,0,1,2,3,4,5
0,0.921,0.0678,0.0067,0.0045,0.0,0.0
1,0.867,0.1056,0.0201,0.0072,0.0,0.0
2,0.7887,0.0881,0.0695,0.0536,0.0,0.0001
3,0.7509,0.0294,0.0463,0.1723,0.0008,0.0003
4,0.8065,0.0,0.0,0.1613,0.0,0.0323
5,0.8571,0.0,0.0,0.0,0.1429,0.0
