2020-06-01_2020-07-01,0,1,2,3,4,5
0,0.9627,0.0289,0.0048,0.0036,0.0,0.0
1,0.9473,0.0441,0.0062,0.0023,0.0,0.0
2,0.862,0.0669,0.0428,0.0283,0.0,0.0
3,0.8441,0.0245,0.0365,0.0942,0.0007,0.0
4,0.8049,0.0,0.0,0.1463,0.0244,0.0244
5,1.0,0.0,0.0,0.0,0.0,0.0
