num,unique_num,channel,table_name,dt
35579312,30880837,1,gdl_jrs_msg_nparse,2020-02-02
2430330,1718922,3,gdl_jrs_msg_nparse,2020-02-02
4597788,3212264,2,gdl_jrs_msg_nparse,2020-02-02
2564353311,925341293,0,gdl_jrs_msg_nparse,2020-02-02
70616208,63522012,1,gdl_jrs_msg_nparse,2020-02-07
2171286,1519106,3,gdl_jrs_msg_nparse,2020-02-07
4374706,3113985,2,gdl_jrs_msg_nparse,2020-02-07
2746173747,1013502081,0,gdl_jrs_msg_nparse,2020-02-07
50081448,43746805,1,gdl_jrs_msg_nparse,2020-02-03
2477476,1763997,3,gdl_jrs_msg_nparse,2020-02-03
4396500,3085658,2,gdl_jrs_msg_nparse,2020-02-03
2462776594,918342753,0,gdl_jrs_msg_nparse,2020-02-03
75364317,68029885,1,gdl_jrs_msg_nparse,2020-02-08
2246269,1553344,3,gdl_jrs_msg_nparse,2020-02-08
4401767,3130972,2,gdl_jrs_msg_nparse,2020-02-08
2848242042,993614812,0,gdl_jrs_msg_nparse,2020-02-08
25019966,21686671,1,gdl_jrs_msg_nparse,2020-02-04
2310716,1632132,3,gdl_jrs_msg_nparse,2020-02-04
4136700,2943393,2,gdl_jrs_msg_nparse,2020-02-04
2417535726,904790519,0,gdl_jrs_msg_nparse,2020-02-04
64474972,58704874,1,gdl_jrs_msg_nparse,2020-02-09
2281552,1601963,3,gdl_jrs_msg_nparse,2020-02-09
4049039,2890810,2,gdl_jrs_msg_nparse,2020-02-09
2724556184,977157751,0,gdl_jrs_msg_nparse,2020-02-09
49839217,44471310,1,gdl_jrs_msg_nparse,2020-02-05
1872832,1318199,3,gdl_jrs_msg_nparse,2020-02-05
3710030,2638031,2,gdl_jrs_msg_nparse,2020-02-05
2294697680,828265636,0,gdl_jrs_msg_nparse,2020-02-05
65482589,58256871,1,gdl_jrs_msg_nparse,2020-02-10
2432328,1708409,3,gdl_jrs_msg_nparse,2020-02-10
4085903,2898124,2,gdl_jrs_msg_nparse,2020-02-10
2801964734,1054281227,0,gdl_jrs_msg_nparse,2020-02-10
38365662,33760128,1,gdl_jrs_msg_nparse,2020-02-06
1965000,1395716,3,gdl_jrs_msg_nparse,2020-02-06
3861317,2758949,2,gdl_jrs_msg_nparse,2020-02-06
2393528390,884498587,0,gdl_jrs_msg_nparse,2020-02-06
53138293,48791337,1,gdl_jrs_msg_nparse,2020-02-11
2363339,1667150,3,gdl_jrs_msg_nparse,2020-02-11
3728710,2664966,2,gdl_jrs_msg_nparse,2020-02-11
2432157763,954514027,0,gdl_jrs_msg_nparse,2020-02-11
70616208,63522012,1,gdl_jrs_msg_nparse,2020-02-07
2171286,1519106,3,gdl_jrs_msg_nparse,2020-02-07
4374706,3113985,2,gdl_jrs_msg_nparse,2020-02-07
2746173747,1013502081,0,gdl_jrs_msg_nparse,2020-02-07
67803355,61891973,1,gdl_jrs_msg_nparse,2020-02-12
2381082,1682202,3,gdl_jrs_msg_nparse,2020-02-12
3757824,2700186,2,gdl_jrs_msg_nparse,2020-02-12
2241062555,903031799,0,gdl_jrs_msg_nparse,2020-02-12
75364317,68029885,1,gdl_jrs_msg_nparse,2020-02-08
2246269,1553344,3,gdl_jrs_msg_nparse,2020-02-08
4401767,3130972,2,gdl_jrs_msg_nparse,2020-02-08
2848242042,993614812,0,gdl_jrs_msg_nparse,2020-02-08
21574501,18324898,1,gdl_jrs_msg_nparse,2020-02-13
2379595,1684006,3,gdl_jrs_msg_nparse,2020-02-13
3713079,2669888,2,gdl_jrs_msg_nparse,2020-02-13
2395431055,944749519,0,gdl_jrs_msg_nparse,2020-02-13
64474972,58704874,1,gdl_jrs_msg_nparse,2020-02-09
2281552,1601963,3,gdl_jrs_msg_nparse,2020-02-09
4049039,2890810,2,gdl_jrs_msg_nparse,2020-02-09
2724556184,977157751,0,gdl_jrs_msg_nparse,2020-02-09
27975358,22034925,1,gdl_jrs_msg_nparse,2020-02-14
2413857,1712185,3,gdl_jrs_msg_nparse,2020-02-14
4105135,2944810,2,gdl_jrs_msg_nparse,2020-02-14
2681391908,1038771962,0,gdl_jrs_msg_nparse,2020-02-14
65482589,58256871,1,gdl_jrs_msg_nparse,2020-02-10
2432328,1708409,3,gdl_jrs_msg_nparse,2020-02-10
4085903,2898124,2,gdl_jrs_msg_nparse,2020-02-10
2801964734,1054281227,0,gdl_jrs_msg_nparse,2020-02-10
23805966,20556921,1,gdl_jrs_msg_nparse,2020-02-15
2284978,1585433,3,gdl_jrs_msg_nparse,2020-02-15
3501564,2517564,2,gdl_jrs_msg_nparse,2020-02-15
2354260080,955944868,0,gdl_jrs_msg_nparse,2020-02-15
53138293,48791337,1,gdl_jrs_msg_nparse,2020-02-11
2363339,1667150,3,gdl_jrs_msg_nparse,2020-02-11
3728710,2664966,2,gdl_jrs_msg_nparse,2020-02-11
2432157763,954514027,0,gdl_jrs_msg_nparse,2020-02-11
67803355,61891973,1,gdl_jrs_msg_nparse,2020-02-12
2381082,1682202,3,gdl_jrs_msg_nparse,2020-02-12
3757824,2700186,2,gdl_jrs_msg_nparse,2020-02-12
2241062555,903031799,0,gdl_jrs_msg_nparse,2020-02-12
31258007,27456773,1,gdl_jrs_msg_nparse,2020-02-16
2093768,1445243,3,gdl_jrs_msg_nparse,2020-02-16
3505917,2554296,2,gdl_jrs_msg_nparse,2020-02-16
2153792383,878586073,0,gdl_jrs_msg_nparse,2020-02-16
21574501,18324898,1,gdl_jrs_msg_nparse,2020-02-13
2379595,1684006,3,gdl_jrs_msg_nparse,2020-02-13
3713079,2669888,2,gdl_jrs_msg_nparse,2020-02-13
2395431055,944749519,0,gdl_jrs_msg_nparse,2020-02-13
30606937,26785867,1,gdl_jrs_msg_nparse,2020-02-17
2134131,1489420,3,gdl_jrs_msg_nparse,2020-02-17
3694124,2679090,2,gdl_jrs_msg_nparse,2020-02-17
2287308990,926119128,0,gdl_jrs_msg_nparse,2020-02-17
27975358,22034925,1,gdl_jrs_msg_nparse,2020-02-14
2413857,1712185,3,gdl_jrs_msg_nparse,2020-02-14
4105135,2944810,2,gdl_jrs_msg_nparse,2020-02-14
2681391908,1038771962,0,gdl_jrs_msg_nparse,2020-02-14
26026315,22579613,1,gdl_jrs_msg_nparse,2020-02-18
2236017,1536116,3,gdl_jrs_msg_nparse,2020-02-18
3699575,2684344,2,gdl_jrs_msg_nparse,2020-02-18
2288598966,944070252,0,gdl_jrs_msg_nparse,2020-02-18
23805966,20556921,1,gdl_jrs_msg_nparse,2020-02-15
2284978,1585433,3,gdl_jrs_msg_nparse,2020-02-15
3501564,2517564,2,gdl_jrs_msg_nparse,2020-02-15
2354260080,955944868,0,gdl_jrs_msg_nparse,2020-02-15
28024831,24078495,1,gdl_jrs_msg_nparse,2020-02-19
2434977,1675991,3,gdl_jrs_msg_nparse,2020-02-19
3958833,2849710,2,gdl_jrs_msg_nparse,2020-02-19
2150034965,869746494,0,gdl_jrs_msg_nparse,2020-02-19
31258007,27456773,1,gdl_jrs_msg_nparse,2020-02-16
2093768,1445243,3,gdl_jrs_msg_nparse,2020-02-16
3505917,2554296,2,gdl_jrs_msg_nparse,2020-02-16
2153792383,878586073,0,gdl_jrs_msg_nparse,2020-02-16
26859034,22918852,1,gdl_jrs_msg_nparse,2020-02-20
2404282,1623847,3,gdl_jrs_msg_nparse,2020-02-20
4245413,3014590,2,gdl_jrs_msg_nparse,2020-02-20
2826274768,1127950892,0,gdl_jrs_msg_nparse,2020-02-20
30606937,26785867,1,gdl_jrs_msg_nparse,2020-02-17
2134131,1489420,3,gdl_jrs_msg_nparse,2020-02-17
3694124,2679090,2,gdl_jrs_msg_nparse,2020-02-17
2287308990,926119128,0,gdl_jrs_msg_nparse,2020-02-17
31310791,27171636,1,gdl_jrs_msg_nparse,2020-02-21
2313056,1568672,3,gdl_jrs_msg_nparse,2020-02-21
4066514,2935729,2,gdl_jrs_msg_nparse,2020-02-21
2480939421,978226765,0,gdl_jrs_msg_nparse,2020-02-21
26026315,22579613,1,gdl_jrs_msg_nparse,2020-02-18
2236017,1536116,3,gdl_jrs_msg_nparse,2020-02-18
3699575,2684344,2,gdl_jrs_msg_nparse,2020-02-18
2288598966,944070252,0,gdl_jrs_msg_nparse,2020-02-18
27880420,24122865,1,gdl_jrs_msg_nparse,2020-02-22
2326314,1559961,3,gdl_jrs_msg_nparse,2020-02-22
4049416,2952499,2,gdl_jrs_msg_nparse,2020-02-22
2218473846,905807676,0,gdl_jrs_msg_nparse,2020-02-22
28024831,24078495,1,gdl_jrs_msg_nparse,2020-02-19
2434977,1675991,3,gdl_jrs_msg_nparse,2020-02-19
3958833,2849710,2,gdl_jrs_msg_nparse,2020-02-19
2150034965,869746494,0,gdl_jrs_msg_nparse,2020-02-19
25653392,21831324,1,gdl_jrs_msg_nparse,2020-02-23
2254425,1517580,3,gdl_jrs_msg_nparse,2020-02-23
4047466,2957342,2,gdl_jrs_msg_nparse,2020-02-23
1822493130,784096964,0,gdl_jrs_msg_nparse,2020-02-23
26859034,22918852,1,gdl_jrs_msg_nparse,2020-02-20
2404282,1623847,3,gdl_jrs_msg_nparse,2020-02-20
4245413,3014590,2,gdl_jrs_msg_nparse,2020-02-20
2826274768,1127950892,0,gdl_jrs_msg_nparse,2020-02-20
29073412,24944834,1,gdl_jrs_msg_nparse,2020-02-24
2443243,1576325,3,gdl_jrs_msg_nparse,2020-02-24
4237427,3073218,2,gdl_jrs_msg_nparse,2020-02-24
2304099756,929465881,0,gdl_jrs_msg_nparse,2020-02-24
31310791,27171636,1,gdl_jrs_msg_nparse,2020-02-21
2313056,1568672,3,gdl_jrs_msg_nparse,2020-02-21
4066514,2935729,2,gdl_jrs_msg_nparse,2020-02-21
2480939421,978226765,0,gdl_jrs_msg_nparse,2020-02-21
22384287,18491938,1,gdl_jrs_msg_nparse,2020-02-25
2282420,1552739,3,gdl_jrs_msg_nparse,2020-02-25
4294737,3117567,2,gdl_jrs_msg_nparse,2020-02-25
2379521372,903312664,0,gdl_jrs_msg_nparse,2020-02-25
27880420,24122865,1,gdl_jrs_msg_nparse,2020-02-22
2326314,1559961,3,gdl_jrs_msg_nparse,2020-02-22
4049416,2952499,2,gdl_jrs_msg_nparse,2020-02-22
2218473846,905807676,0,gdl_jrs_msg_nparse,2020-02-22
25190676,20898827,1,gdl_jrs_msg_nparse,2020-02-26
2296974,1570160,3,gdl_jrs_msg_nparse,2020-02-26
4453131,3227926,2,gdl_jrs_msg_nparse,2020-02-26
2471290895,916585682,0,gdl_jrs_msg_nparse,2020-02-26
25653392,21831324,1,gdl_jrs_msg_nparse,2020-02-23
2254425,1517580,3,gdl_jrs_msg_nparse,2020-02-23
4047466,2957342,2,gdl_jrs_msg_nparse,2020-02-23
1822493130,784096964,0,gdl_jrs_msg_nparse,2020-02-23
22448801,18268140,1,gdl_jrs_msg_nparse,2020-02-27
2319632,1584876,3,gdl_jrs_msg_nparse,2020-02-27
4533664,3274992,2,gdl_jrs_msg_nparse,2020-02-27
2292570151,872786560,0,gdl_jrs_msg_nparse,2020-02-27
29073412,24944834,1,gdl_jrs_msg_nparse,2020-02-24
2443243,1576325,3,gdl_jrs_msg_nparse,2020-02-24
4237427,3073218,2,gdl_jrs_msg_nparse,2020-02-24
2304099756,929465881,0,gdl_jrs_msg_nparse,2020-02-24
23320962,18992690,1,gdl_jrs_msg_nparse,2020-02-28
2459668,1674801,3,gdl_jrs_msg_nparse,2020-02-28
4714806,3421785,2,gdl_jrs_msg_nparse,2020-02-28
2384451319,875905665,0,gdl_jrs_msg_nparse,2020-02-28
22384287,18491938,1,gdl_jrs_msg_nparse,2020-02-25
2282420,1552739,3,gdl_jrs_msg_nparse,2020-02-25
4294737,3117567,2,gdl_jrs_msg_nparse,2020-02-25
2379521372,903312664,0,gdl_jrs_msg_nparse,2020-02-25
23504767,19130592,1,gdl_jrs_msg_parse,2020-02-29
2383276,1628790,3,gdl_jrs_msg_parse,2020-02-29
4718837,3432818,2,gdl_jrs_msg_parse,2020-02-29
2218710293,842890378,0,gdl_jrs_msg_parse,2020-02-29
