num,unique_num,loan_properties,table_name,dt
204731,192166,1,gdl_jrs_msg_nparse,2020-02-02
2614769,1896447,3,gdl_jrs_msg_nparse,2020-02-02
12625967,9414040,4,gdl_jrs_msg_nparse,2020-02-02
2543777,1811889,2,gdl_jrs_msg_nparse,2020-02-02
40269525,27368392,0,gdl_jrs_msg_nparse,2020-02-02
241800,228906,1,gdl_jrs_msg_nparse,2020-02-07
3597135,2559155,3,gdl_jrs_msg_nparse,2020-02-07
12113964,9087487,4,gdl_jrs_msg_nparse,2020-02-07
2959012,2234950,2,gdl_jrs_msg_nparse,2020-02-07
56312194,40086381,0,gdl_jrs_msg_nparse,2020-02-07
216811,202404,1,gdl_jrs_msg_nparse,2020-02-03
2664365,1890736,3,gdl_jrs_msg_nparse,2020-02-03
12190188,8887386,4,gdl_jrs_msg_nparse,2020-02-03
2845185,2054097,2,gdl_jrs_msg_nparse,2020-02-03
45339591,30836687,0,gdl_jrs_msg_nparse,2020-02-03
752629,734957,1,gdl_jrs_msg_nparse,2020-02-08
3109737,2127208,3,gdl_jrs_msg_nparse,2020-02-08
11639014,8576530,4,gdl_jrs_msg_nparse,2020-02-08
3496906,2732762,2,gdl_jrs_msg_nparse,2020-02-08
44184645,31079990,0,gdl_jrs_msg_nparse,2020-02-08
588443,576075,1,gdl_jrs_msg_nparse,2020-02-04
3156726,2399523,3,gdl_jrs_msg_nparse,2020-02-04
11630087,8536166,4,gdl_jrs_msg_nparse,2020-02-04
3558367,2832020,2,gdl_jrs_msg_nparse,2020-02-04
48886941,34161141,0,gdl_jrs_msg_nparse,2020-02-04
199351,187764,1,gdl_jrs_msg_nparse,2020-02-09
3444385,2424721,3,gdl_jrs_msg_nparse,2020-02-09
12814703,9729481,4,gdl_jrs_msg_nparse,2020-02-09
3639671,2824312,2,gdl_jrs_msg_nparse,2020-02-09
43814458,29936249,0,gdl_jrs_msg_nparse,2020-02-09
208227,195778,1,gdl_jrs_msg_nparse,2020-02-05
2750818,2000524,3,gdl_jrs_msg_nparse,2020-02-05
11108108,8325514,4,gdl_jrs_msg_nparse,2020-02-05
2533756,1834094,2,gdl_jrs_msg_nparse,2020-02-05
40959194,28709813,0,gdl_jrs_msg_nparse,2020-02-05
274820,255558,1,gdl_jrs_msg_nparse,2020-02-10
3653204,2618408,3,gdl_jrs_msg_nparse,2020-02-10
12614458,9418476,4,gdl_jrs_msg_nparse,2020-02-10
4640957,3638722,2,gdl_jrs_msg_nparse,2020-02-10
54242255,38532339,0,gdl_jrs_msg_nparse,2020-02-10
229662,216690,1,gdl_jrs_msg_nparse,2020-02-06
3178250,2308271,3,gdl_jrs_msg_nparse,2020-02-06
10538485,7824281,4,gdl_jrs_msg_nparse,2020-02-06
2394769,1754133,2,gdl_jrs_msg_nparse,2020-02-06
43030048,29696890,0,gdl_jrs_msg_nparse,2020-02-06
235908,217719,1,gdl_jrs_msg_nparse,2020-02-11
3544564,2515917,3,gdl_jrs_msg_nparse,2020-02-11
10639531,7735635,4,gdl_jrs_msg_nparse,2020-02-11
4481998,3618360,2,gdl_jrs_msg_nparse,2020-02-11
53417873,37153601,0,gdl_jrs_msg_nparse,2020-02-11
241800,228906,1,gdl_jrs_msg_nparse,2020-02-07
3597135,2559155,3,gdl_jrs_msg_nparse,2020-02-07
12113964,9087487,4,gdl_jrs_msg_nparse,2020-02-07
2959012,2234950,2,gdl_jrs_msg_nparse,2020-02-07
56312194,40086381,0,gdl_jrs_msg_nparse,2020-02-07
190911,173675,1,gdl_jrs_msg_nparse,2020-02-12
4484565,3294997,3,gdl_jrs_msg_nparse,2020-02-12
13591444,10450860,4,gdl_jrs_msg_nparse,2020-02-12
4529908,3650584,2,gdl_jrs_msg_nparse,2020-02-12
52700950,36113541,0,gdl_jrs_msg_nparse,2020-02-12
752629,734957,1,gdl_jrs_msg_nparse,2020-02-08
3109737,2127208,3,gdl_jrs_msg_nparse,2020-02-08
11639014,8576530,4,gdl_jrs_msg_nparse,2020-02-08
3496906,2732762,2,gdl_jrs_msg_nparse,2020-02-08
44184645,31079990,0,gdl_jrs_msg_nparse,2020-02-08
336613,317921,1,gdl_jrs_msg_nparse,2020-02-13
3498253,2485824,3,gdl_jrs_msg_nparse,2020-02-13
11590901,8634815,4,gdl_jrs_msg_nparse,2020-02-13
5068874,4149497,2,gdl_jrs_msg_nparse,2020-02-13
55812356,38683345,0,gdl_jrs_msg_nparse,2020-02-13
199351,187764,1,gdl_jrs_msg_nparse,2020-02-09
3444385,2424721,3,gdl_jrs_msg_nparse,2020-02-09
12814703,9729481,4,gdl_jrs_msg_nparse,2020-02-09
3639671,2824312,2,gdl_jrs_msg_nparse,2020-02-09
43814458,29936249,0,gdl_jrs_msg_nparse,2020-02-09
445427,409037,1,gdl_jrs_msg_nparse,2020-02-14
3331232,2350729,3,gdl_jrs_msg_nparse,2020-02-14
11544855,8504606,4,gdl_jrs_msg_nparse,2020-02-14
6339498,5448729,2,gdl_jrs_msg_nparse,2020-02-14
59214063,43514194,0,gdl_jrs_msg_nparse,2020-02-14
274820,255558,1,gdl_jrs_msg_nparse,2020-02-10
3653204,2618408,3,gdl_jrs_msg_nparse,2020-02-10
12614458,9418476,4,gdl_jrs_msg_nparse,2020-02-10
4640957,3638722,2,gdl_jrs_msg_nparse,2020-02-10
54242255,38532339,0,gdl_jrs_msg_nparse,2020-02-10
244344,233265,1,gdl_jrs_msg_nparse,2020-02-15
3389561,2420641,3,gdl_jrs_msg_nparse,2020-02-15
9858978,7063774,4,gdl_jrs_msg_nparse,2020-02-15
4511015,3283845,2,gdl_jrs_msg_nparse,2020-02-15
43857293,29427149,0,gdl_jrs_msg_nparse,2020-02-15
235908,217719,1,gdl_jrs_msg_nparse,2020-02-11
3544564,2515917,3,gdl_jrs_msg_nparse,2020-02-11
10639531,7735635,4,gdl_jrs_msg_nparse,2020-02-11
4481998,3618360,2,gdl_jrs_msg_nparse,2020-02-11
53417873,37153601,0,gdl_jrs_msg_nparse,2020-02-11
190911,173675,1,gdl_jrs_msg_nparse,2020-02-12
4484565,3294997,3,gdl_jrs_msg_nparse,2020-02-12
13591444,10450860,4,gdl_jrs_msg_nparse,2020-02-12
4529908,3650584,2,gdl_jrs_msg_nparse,2020-02-12
52700950,36113541,0,gdl_jrs_msg_nparse,2020-02-12
165440,152828,1,gdl_jrs_msg_nparse,2020-02-16
3409921,2395738,3,gdl_jrs_msg_nparse,2020-02-16
9444419,6646882,4,gdl_jrs_msg_nparse,2020-02-16
4921609,3758023,2,gdl_jrs_msg_nparse,2020-02-16
41057008,26385404,0,gdl_jrs_msg_nparse,2020-02-16
336613,317921,1,gdl_jrs_msg_nparse,2020-02-13
3498253,2485824,3,gdl_jrs_msg_nparse,2020-02-13
11590901,8634815,4,gdl_jrs_msg_nparse,2020-02-13
5068874,4149497,2,gdl_jrs_msg_nparse,2020-02-13
55812356,38683345,0,gdl_jrs_msg_nparse,2020-02-13
622842,575613,1,gdl_jrs_msg_nparse,2020-02-17
3732100,2680556,3,gdl_jrs_msg_nparse,2020-02-17
9022592,6171946,4,gdl_jrs_msg_nparse,2020-02-17
5047869,3940731,2,gdl_jrs_msg_nparse,2020-02-17
52194320,35621155,0,gdl_jrs_msg_nparse,2020-02-17
445427,409037,1,gdl_jrs_msg_nparse,2020-02-14
3331232,2350729,3,gdl_jrs_msg_nparse,2020-02-14
11544855,8504606,4,gdl_jrs_msg_nparse,2020-02-14
6339498,5448729,2,gdl_jrs_msg_nparse,2020-02-14
59214063,43514194,0,gdl_jrs_msg_nparse,2020-02-14
460298,429027,1,gdl_jrs_msg_nparse,2020-02-18
3575341,2528912,3,gdl_jrs_msg_nparse,2020-02-18
8590826,6000836,4,gdl_jrs_msg_nparse,2020-02-18
6762100,5140834,2,gdl_jrs_msg_nparse,2020-02-18
55075272,37765745,0,gdl_jrs_msg_nparse,2020-02-18
244344,233265,1,gdl_jrs_msg_nparse,2020-02-15
3389561,2420641,3,gdl_jrs_msg_nparse,2020-02-15
9858978,7063774,4,gdl_jrs_msg_nparse,2020-02-15
4511015,3283845,2,gdl_jrs_msg_nparse,2020-02-15
