category_2,category_3,total_num,unique_num,table_name,dt
invest,127,256591,146716,gdl_jrs_msg_parse,2019-04-16
onlineshopping,7,327328,259276,gdl_jrs_msg_parse,2019-04-16
business_insurance,31,1869599,1524099,gdl_jrs_msg_parse,2019-04-16
photograph,9,41514,40816,gdl_jrs_msg_parse,2019-04-16
yys,16,8826704,8427820,gdl_jrs_msg_parse,2019-04-16
airplane,2,162600,79987,gdl_jrs_msg_parse,2019-04-16
first_aid,102,9,7,gdl_jrs_msg_parse,2019-04-16
credit_card,58,523471,442056,gdl_jrs_msg_parse,2019-04-16
photograph,888,11740,10111,gdl_jrs_msg_parse,2019-04-16
electric,9,2717681,1998012,gdl_jrs_msg_parse,2019-04-16
business_insurance,33,439574,383456,gdl_jrs_msg_parse,2019-04-16
secondhand,0,517458,280326,gdl_jrs_msg_parse,2019-04-16
renting,7,2930,2648,gdl_jrs_msg_parse,2019-04-16
photograph,0,3274,3114,gdl_jrs_msg_parse,2019-04-16
loan,59,934698,516381,gdl_jrs_msg_parse,2019-04-16
hotel,1,1846985,1447502,gdl_jrs_msg_parse,2019-04-16
metro,0,63739,50619,gdl_jrs_msg_parse,2019-04-16
read,6,117632,107793,gdl_jrs_msg_parse,2019-04-16
gas,16,43632,42054,gdl_jrs_msg_parse,2019-04-16
report,1,156568,127622,gdl_jrs_msg_parse,2019-04-16
electric,0,5356719,3940268,gdl_jrs_msg_parse,2019-04-16
transit,0,118814,56768,gdl_jrs_msg_parse,2019-04-16
ship,1,1582,1255,gdl_jrs_msg_parse,2019-04-16
edu_pay,9,6200925,5573954,gdl_jrs_msg_parse,2019-04-16
room,1,348938,246365,gdl_jrs_msg_parse,2019-04-16
car,0,597900,313425,gdl_jrs_msg_parse,2019-04-16
gas,0,380075,342334,gdl_jrs_msg_parse,2019-04-16
bycicle,0,316411,231216,gdl_jrs_msg_parse,2019-04-16
renting,9,503309,437208,gdl_jrs_msg_parse,2019-04-16
gong_ji_jin,9,69217,55453,gdl_jrs_msg_parse,2019-04-16
hotel,27,4132058,4058517,gdl_jrs_msg_parse,2019-04-16
payinroom,12,39591,34422,gdl_jrs_msg_parse,2019-04-16
she_bao,15,5723,5378,gdl_jrs_msg_parse,2019-04-16
other_budget,1,12013372,7591653,gdl_jrs_msg_parse,2019-04-16
tourism,0,4208498,2833446,gdl_jrs_msg_parse,2019-04-16
onlineshopping,9,72860668,65368220,gdl_jrs_msg_parse,2019-04-16
recruit,1,4054685,2739473,gdl_jrs_msg_parse,2019-04-16
takeoutfood,0,3211528,2325295,gdl_jrs_msg_parse,2019-04-16
read,0,777829,743600,gdl_jrs_msg_parse,2019-04-16
ship,9,1297,1153,gdl_jrs_msg_parse,2019-04-16
credit_card,0,7063311,5255962,gdl_jrs_msg_parse,2019-04-16
gas,1,15732,12809,gdl_jrs_msg_parse,2019-04-16
secondhand,6,48457,45142,gdl_jrs_msg_parse,2019-04-16
takeoutfood,1,2035857,1493301,gdl_jrs_msg_parse,2019-04-16
chat,7,12214,10744,gdl_jrs_msg_parse,2019-04-16
water,16,104245,90670,gdl_jrs_msg_parse,2019-04-16
business_insurance,9,5165134,4089231,gdl_jrs_msg_parse,2019-04-16
gong_ji_jin,17,143127,132506,gdl_jrs_msg_parse,2019-04-16
hotel,25,231827,206638,gdl_jrs_msg_parse,2019-04-16
room,508,167607,155088,gdl_jrs_msg_parse,2019-04-16
tourism,9,8613378,7876980,gdl_jrs_msg_parse,2019-04-16
movie,0,1291645,1193030,gdl_jrs_msg_parse,2019-04-16
invest,1,5223612,3570875,gdl_jrs_msg_parse,2019-04-16
movie,6,295395,279430,gdl_jrs_msg_parse,2019-04-16
bycicle,7,941,813,gdl_jrs_msg_parse,2019-04-16
taxi,9,7388739,6767269,gdl_jrs_msg_parse,2019-04-16
express,6,1466815,1094981,gdl_jrs_msg_parse,2019-04-16
secondhand,85,4328,3880,gdl_jrs_msg_parse,2019-04-16
loan,141,12942,6914,gdl_jrs_msg_parse,2019-04-16
read,1,705434,547610,gdl_jrs_msg_parse,2019-04-16
takeoutfood,7,789611,639335,gdl_jrs_msg_parse,2019-04-16
secondhand,1,2639,2443,gdl_jrs_msg_parse,2019-04-16
electric,16,2148837,1791101,gdl_jrs_msg_parse,2019-04-16
edu_pay,1,3671297,2703025,gdl_jrs_msg_parse,2019-04-16
medical,1,2025538,1462692,gdl_jrs_msg_parse,2019-04-16
passtran,0,48957,35846,gdl_jrs_msg_parse,2019-04-16
electric,1,292102,166046,gdl_jrs_msg_parse,2019-04-16
recruit,0,1984068,1540416,gdl_jrs_msg_parse,2019-04-16
train,9,899923,786647,gdl_jrs_msg_parse,2019-04-16
transit,7,281,267,gdl_jrs_msg_parse,2019-04-16
yys,20,171275000,154595914,gdl_jrs_msg_parse,2019-04-16
onlineshopping,1,9158265,6859289,gdl_jrs_msg_parse,2019-04-16
taxi,0,2887953,1828336,gdl_jrs_msg_parse,2019-04-16
loan,131,1430445,1215759,gdl_jrs_msg_parse,2019-04-16
games,6,5464411,5169390,gdl_jrs_msg_parse,2019-04-16
passtran,6,17756,11362,gdl_jrs_msg_parse,2019-04-16
express,1,2400674,1794602,gdl_jrs_msg_parse,2019-04-16
edu_pay,0,7190025,3680137,gdl_jrs_msg_parse,2019-04-16
train,1,2383730,1701796,gdl_jrs_msg_parse,2019-04-16
live,0,994180,801368,gdl_jrs_msg_parse,2019-04-16
transit,9,118378,112229,gdl_jrs_msg_parse,2019-04-16
secondhand,9,972203,879358,gdl_jrs_msg_parse,2019-04-16
car,11,970053,921570,gdl_jrs_msg_parse,2019-04-16
ship,8,1070,224,gdl_jrs_msg_parse,2019-04-16
takeoutfood,6,908741,574415,gdl_jrs_msg_parse,2019-04-16
yys,1,11840928,6917963,gdl_jrs_msg_parse,2019-04-16
hotel,7,2897,2699,gdl_jrs_msg_parse,2019-04-16
car,501,259561,252720,gdl_jrs_msg_parse,2019-04-16
mother,6,12454,11624,gdl_jrs_msg_parse,2019-04-16
music,1,1663482,1147747,gdl_jrs_msg_parse,2019-04-16
credit_card,56,95434,79381,gdl_jrs_msg_parse,2019-04-16
transit,2,652,622,gdl_jrs_msg_parse,2019-04-16
payinroom,888,265930,205112,gdl_jrs_msg_parse,2019-04-16
business_insurance,32,238531,236157,gdl_jrs_msg_parse,2019-04-16
train,6,121295,99460,gdl_jrs_msg_parse,2019-04-16
invest,124,24653,24171,gdl_jrs_msg_parse,2019-04-16
credit_card,54,9880,9273,gdl_jrs_msg_parse,2019-04-16
airplane,1,392334,230543,gdl_jrs_msg_parse,2019-04-16
gas,9,125201,115282,gdl_jrs_msg_parse,2019-04-16
ship,2,1816,655,gdl_jrs_msg_parse,2019-04-16
water,0,607052,528671,gdl_jrs_msg_parse,2019-04-16
she_bao,1,84313,61328,gdl_jrs_msg_parse,2019-04-16
payinroom,11,5171,3847,gdl_jrs_msg_parse,2019-04-16
loan,134,571400,440660,gdl_jrs_msg_parse,2019-04-16
taxi,1,804027,592054,gdl_jrs_msg_parse,2019-04-16
renting,152,33020,29827,gdl_jrs_msg_parse,2019-04-16
payinroom,7,7997,5237,gdl_jrs_msg_parse,2019-04-16
credit_card,20,14519344,13144869,gdl_jrs_msg_parse,2019-04-16
games,7,50462,39547,gdl_jrs_msg_parse,2019-04-16
yys,9,340036491,252345750,gdl_jrs_msg_parse,2019-04-16
motion,1,139997,117670,gdl_jrs_msg_parse,2019-04-16
room,12,220034,184298,gdl_jrs_msg_parse,2019-04-16
taxi,7,2334,2226,gdl_jrs_msg_parse,2019-04-16
government,0,21639348,17028082,gdl_jrs_msg_parse,2019-04-16
restaurant,6,16678,15237,gdl_jrs_msg_parse,2019-04-16
games,9,34598457,32924667,gdl_jrs_msg_parse,2019-04-16
bycicle,6,60397,58128,gdl_jrs_msg_parse,2019-04-16
law,29,21382,18125,gdl_jrs_msg_parse,2019-04-16
invest,123,1854719,1378565,gdl_jrs_msg_parse,2019-04-16
she_bao,17,1549,1439,gdl_jrs_msg_parse,2019-04-16
car,12,146747,119350,gdl_jrs_msg_parse,2019-04-16
takeoutfood,87,294022,276055,gdl_jrs_msg_parse,2019-04-16
motion,0,2216096,1927855,gdl_jrs_msg_parse,2019-04-16
movie,1,6265678,4646913,gdl_jrs_msg_parse,2019-04-16
tourism,1,1479090,1070556,gdl_jrs_msg_parse,2019-04-16
takeoutfood,9,6272631,6051821,gdl_jrs_msg_parse,2019-04-16
chat,0,1879884,1395477,gdl_jrs_msg_parse,2019-04-16
edu_school,0,5204951,3298485,gdl_jrs_msg_parse,2019-04-16
express,81,11856272,9284174,gdl_jrs_msg_parse,2019-04-16
other_budget,42,206617,153601,gdl_jrs_msg_parse,2019-04-16
ship,6,20,17,gdl_jrs_msg_parse,2019-04-16
restaurant,0,763027,558705,gdl_jrs_msg_parse,2019-04-16
train,0,9131964,7103011,gdl_jrs_msg_parse,2019-04-16
express,9,5387006,4556572,gdl_jrs_msg_parse,2019-04-16
water,1,17086,14483,gdl_jrs_msg_parse,2019-04-16
movie,9,3083395,2803860,gdl_jrs_msg_parse,2019-04-16
she_bao,0,151288,89534,gdl_jrs_msg_parse,2019-04-16
motion,9,3909184,3649749,gdl_jrs_msg_parse,2019-04-16
express,83,556993,498867,gdl_jrs_msg_parse,2019-04-16
train,7,24958,18810,gdl_jrs_msg_parse,2019-04-16
ship,3,8,7,gdl_jrs_msg_parse,2019-04-16
medical,0,1072156,794144,gdl_jrs_msg_parse,2019-04-16
restaurant,1,542775,428417,gdl_jrs_msg_parse,2019-04-16
car,1,992965,613622,gdl_jrs_msg_parse,2019-04-16
airplane,6,165828,72029,gdl_jrs_msg_parse,2019-04-16
weather,70,108237,91752,gdl_jrs_msg_parse,2019-04-16
bank_budget,22,138541754,62721266,gdl_jrs_msg_parse,2019-04-16
first_aid,103,131,66,gdl_jrs_msg_parse,2019-04-16
loan,9,55622374,46413748,gdl_jrs_msg_parse,2019-04-16
credit_card,60,314487,293615,gdl_jrs_msg_parse,2019-04-16
secondhand,7,32153,21972,gdl_jrs_msg_parse,2019-04-16
taxi,41,175940,163307,gdl_jrs_msg_parse,2019-04-16
gong_ji_jin,1,166229,113643,gdl_jrs_msg_parse,2019-04-16
car,6,49257,45469,gdl_jrs_msg_parse,2019-04-16
bank_budget,0,96185522,59580887,gdl_jrs_msg_parse,2019-04-16
music,9,196318,187712,gdl_jrs_msg_parse,2019-04-16
bank_budget,24,219200,191264,gdl_jrs_msg_parse,2019-04-16
takeoutfood,508,686287,676749,gdl_jrs_msg_parse,2019-04-16
live,7,199,164,gdl_jrs_msg_parse,2019-04-16
music,6,5521,4922,gdl_jrs_msg_parse,2019-04-16
live,1,682885,528233,gdl_jrs_msg_parse,2019-04-16
payinroom,6,37250,26119,gdl_jrs_msg_parse,2019-04-16
secondhand,83,316664,218424,gdl_jrs_msg_parse,2019-04-16
airplane,9,688467,564747,gdl_jrs_msg_parse,2019-04-16
yys,15,34403061,30331557,gdl_jrs_msg_parse,2019-04-16
takeoutfood,86,105439,73293,gdl_jrs_msg_parse,2019-04-16
gong_ji_jin,15,21459,19884,gdl_jrs_msg_parse,2019-04-16
hotel,6,194806,165332,gdl_jrs_msg_parse,2019-04-16
live,6,49717,13864,gdl_jrs_msg_parse,2019-04-16
first_aid,104,8824,4669,gdl_jrs_msg_parse,2019-04-16
yys,0,218212371,167122406,gdl_jrs_msg_parse,2019-04-16
restaurant,9,203929,196881,gdl_jrs_msg_parse,2019-04-16
loan,135,10235912,7907895,gdl_jrs_msg_parse,2019-04-16
business_insurance,1,827847,549811,gdl_jrs_msg_parse,2019-04-16
renting,156,103268,65894,gdl_jrs_msg_parse,2019-04-16
express,0,27320087,19045806,gdl_jrs_msg_parse,2019-04-16
gas,15,372472,347798,gdl_jrs_msg_parse,2019-04-16
payinroom,1,45591,35608,gdl_jrs_msg_parse,2019-04-16
renting,151,92105,74505,gdl_jrs_msg_parse,2019-04-16
car,9,3205233,3036282,gdl_jrs_msg_parse,2019-04-16
chat,9,11776988,10810640,gdl_jrs_msg_parse,2019-04-16
invest,125,2240220,1712964,gdl_jrs_msg_parse,2019-04-16
water,15,395362,338728,gdl_jrs_msg_parse,2019-04-16
business_insurance,0,2261056,1683363,gdl_jrs_msg_parse,2019-04-16
loan,53,8126348,7434243,gdl_jrs_msg_parse,2019-04-16
first_aid,101,18,17,gdl_jrs_msg_parse,2019-04-16
invest,121,8838375,7850594,gdl_jrs_msg_parse,2019-04-16
credit_card,9,12589903,11778522,gdl_jrs_msg_parse,2019-04-16
tourism,7,404235,253316,gdl_jrs_msg_parse,2019-04-16
loan,138,49114,47614,gdl_jrs_msg_parse,2019-04-16
express,82,1243540,952109,gdl_jrs_msg_parse,2019-04-16
mother,9,277031,249867,gdl_jrs_msg_parse,2019-04-16
transit,3,23,23,gdl_jrs_msg_parse,2019-04-16
chat,6,17842809,1946363,gdl_jrs_msg_parse,2019-04-16
read,7,178,128,gdl_jrs_msg_parse,2019-04-16
photograph,11,5,5,gdl_jrs_msg_parse,2019-04-16
onlineshopping,6,10534817,8456043,gdl_jrs_msg_parse,2019-04-16
secondhand,888,328095,265604,gdl_jrs_msg_parse,2019-04-16
mother,1,267398,178813,gdl_jrs_msg_parse,2019-04-16
car,7,9931,8056,gdl_jrs_msg_parse,2019-04-16
edu_pay,7,2232,1774,gdl_jrs_msg_parse,2019-04-16
recruit,9,242132,203393,gdl_jrs_msg_parse,2019-04-17
airplane,0,103014,68371,gdl_jrs_msg_parse,2019-04-17
law,0,22131,17440,gdl_jrs_msg_parse,2019-04-17
gong_ji_jin,0,19933,18405,gdl_jrs_msg_parse,2019-04-17
first_aid,0,2068,1871,gdl_jrs_msg_parse,2019-04-17
taxi,8,5,5,gdl_jrs_msg_parse,2019-04-17
bank_budget,1,2096972,1184943,gdl_jrs_msg_parse,2019-04-17
room,11,7593,4783,gdl_jrs_msg_parse,2019-04-17
transit,6,840,686,gdl_jrs_msg_parse,2019-04-17
games,0,557111,446795,gdl_jrs_msg_parse,2019-04-17
room,0,269712,227415,gdl_jrs_msg_parse,2019-04-17
music,0,18329,12100,gdl_jrs_msg_parse,2019-04-17
report,9,3987,3133,gdl_jrs_msg_parse,2019-04-17
loan,0,1460393,1317912,gdl_jrs_msg_parse,2019-04-17
edu_school,71,188124,124482,gdl_jrs_msg_parse,2019-04-17
transit,1,7325,5623,gdl_jrs_msg_parse,2019-04-17
metro,9,2021,788,gdl_jrs_msg_parse,2019-04-17
edu_pay,6,604,574,gdl_jrs_msg_parse,2019-04-17
loan,137,208993,183144,gdl_jrs_msg_parse,2019-04-17
loan,1,91880,71191,gdl_jrs_msg_parse,2019-04-17
other_budget,0,1658670,1384188,gdl_jrs_msg_parse,2019-04-17
credit_card,52,1245,1241,gdl_jrs_msg_parse,2019-04-17
renting,6,6609,6320,gdl_jrs_msg_parse,2019-04-17
renting,1,23791,19137,gdl_jrs_msg_parse,2019-04-17
loan,888,642916,269770,gdl_jrs_msg_parse,2019-04-17
games,1,662471,412283,gdl_jrs_msg_parse,2019-04-17
report,5,8476,5984,gdl_jrs_msg_parse,2019-04-17
payinroom,0,99526,56229,gdl_jrs_msg_parse,2019-04-17
first_aid,105,20964,15270,gdl_jrs_msg_parse,2019-04-17
passtran,1,5984,4752,gdl_jrs_msg_parse,2019-04-17
passtran,9,3596,3289,gdl_jrs_msg_parse,2019-04-17
room,9,25004,22359,gdl_jrs_msg_parse,2019-04-17
mother,0,6540,3937,gdl_jrs_msg_parse,2019-04-17
passtran,7,488,434,gdl_jrs_msg_parse,2019-04-17
report,0,14577,10566,gdl_jrs_msg_parse,2019-04-17
train,5,10657,10031,gdl_jrs_msg_parse,2019-04-17
credit_card,1,35950,23812,gdl_jrs_msg_parse,2019-04-17
medical,6,50900,39654,gdl_jrs_msg_parse,2019-04-17
photograph,1,1,1,gdl_jrs_msg_parse,2019-04-17
electric,15,47980,43690,gdl_jrs_msg_parse,2019-04-17
hotel,0,54695,42594,gdl_jrs_msg_parse,2019-04-17
taxi,6,173297,113184,gdl_jrs_msg_parse,2019-04-17
payinroom,9,53568,43688,gdl_jrs_msg_parse,2019-04-17
ship,0,2616,2094,gdl_jrs_msg_parse,2019-04-17
credit_card,55,93064,82402,gdl_jrs_msg_parse,2019-04-17
water,9,14465,13441,gdl_jrs_msg_parse,2019-04-17
tourism,6,127466,99645,gdl_jrs_msg_parse,2019-04-17
live,9,99291,94427,gdl_jrs_msg_parse,2019-04-17
metro,1,78,65,gdl_jrs_msg_parse,2019-04-17
chat,1,865776,675845,gdl_jrs_msg_parse,2019-04-17
invest,122,107325,93611,gdl_jrs_msg_parse,2019-04-17
bank_budget,23,1215564,865571,gdl_jrs_msg_parse,2019-04-17
passtran,2,1301,1131,gdl_jrs_msg_parse,2019-04-17
medical,9,191912,180911,gdl_jrs_msg_parse,2019-04-17
other_budget,41,8653572,7332817,gdl_jrs_msg_parse,2019-04-17
motion,6,2345,1613,gdl_jrs_msg_parse,2019-04-17
loan,54,62805,54483,gdl_jrs_msg_parse,2019-04-17
secondhand,13,1,1,gdl_jrs_msg_parse,2019-04-17
secondhand,11,254,215,gdl_jrs_msg_parse,2019-04-17
other_budget,9,1556320,1440503,gdl_jrs_msg_parse,2019-04-17
loan,58,231326,189957,gdl_jrs_msg_parse,2019-04-17
hotel,9,16111,14849,gdl_jrs_msg_parse,2019-04-17
renting,0,44305,26430,gdl_jrs_msg_parse,2019-04-17
express,7,289,275,gdl_jrs_msg_parse,2019-04-17
onlineshopping,0,586629,283845,gdl_jrs_msg_parse,2019-04-17
movie,7,2003,1588,gdl_jrs_msg_parse,2019-04-17
mother,7,1689,1636,gdl_jrs_msg_parse,2019-04-17
credit_card,62,4218,4167,gdl_jrs_msg_parse,2019-04-17
government,111,75926,71418,gdl_jrs_msg_parse,2019-04-17
bycicle,1,85202,70159,gdl_jrs_msg_parse,2019-04-17
airplane,7,1453,1040,gdl_jrs_msg_parse,2019-04-17
motion,7,121,116,gdl_jrs_msg_parse,2019-04-17
she_bao,9,521,405,gdl_jrs_msg_parse,2019-04-17
bank_budget,21,4188122,2952558,gdl_jrs_msg_parse,2019-04-17
invest,0,2866835,2304542,gdl_jrs_msg_parse,2019-04-17
medical,7,15470,14187,gdl_jrs_msg_parse,2019-04-17
invest,9,1547249,1468155,gdl_jrs_msg_parse,2019-04-17
credit_card,53,154,152,gdl_jrs_msg_parse,2019-04-17
restaurant,7,477,432,gdl_jrs_msg_parse,2019-04-17
car,502,69,60,gdl_jrs_msg_parse,2019-04-17
bank_budget,9,755648,720228,gdl_jrs_msg_parse,2019-04-17
metro,6,260,253,gdl_jrs_msg_parse,2019-04-17
read,9,803441,787075,gdl_jrs_msg_parse,2019-04-17
bycicle,9,30493,28212,gdl_jrs_msg_parse,2019-04-17
onlineshopping,7,20227,16308,gdl_jrs_msg_parse,2019-04-17
invest,127,15880,15259,gdl_jrs_msg_parse,2019-04-17
business_insurance,31,121229,107499,gdl_jrs_msg_parse,2019-04-17
photograph,9,243,227,gdl_jrs_msg_parse,2019-04-17
yys,16,1588869,1530055,gdl_jrs_msg_parse,2019-04-17
airplane,2,19627,9972,gdl_jrs_msg_parse,2019-04-17
first_aid,102,1,1,gdl_jrs_msg_parse,2019-04-17
credit_card,58,59371,53472,gdl_jrs_msg_parse,2019-04-17
photograph,888,1721,1389,gdl_jrs_msg_parse,2019-04-17
electric,9,294087,240791,gdl_jrs_msg_parse,2019-04-17
business_insurance,33,17514,15837,gdl_jrs_msg_parse,2019-04-17
secondhand,0,29349,24234,gdl_jrs_msg_parse,2019-04-17
photograph,0,205,200,gdl_jrs_msg_parse,2019-04-17
renting,7,114,97,gdl_jrs_msg_parse,2019-04-17
loan,59,169999,160050,gdl_jrs_msg_parse,2019-04-17
hotel,1,173562,136827,gdl_jrs_msg_parse,2019-04-17
metro,0,8853,7266,gdl_jrs_msg_parse,2019-04-17
read,6,6152,4899,gdl_jrs_msg_parse,2019-04-17
report,1,53988,46210,gdl_jrs_msg_parse,2019-04-17
gas,16,3212,2978,gdl_jrs_msg_parse,2019-04-17
electric,0,1255944,1060372,gdl_jrs_msg_parse,2019-04-17
transit,0,12074,7379,gdl_jrs_msg_parse,2019-04-17
ship,1,236,200,gdl_jrs_msg_parse,2019-04-17
edu_pay,9,252569,226551,gdl_jrs_msg_parse,2019-04-17
room,1,24210,18574,gdl_jrs_msg_parse,2019-04-17
car,0,100128,65054,gdl_jrs_msg_parse,2019-04-17
gas,0,72872,69031,gdl_jrs_msg_parse,2019-04-17
bycicle,0,50612,45082,gdl_jrs_msg_parse,2019-04-17
renting,9,21195,18135,gdl_jrs_msg_parse,2019-04-17
gong_ji_jin,9,1748,1115,gdl_jrs_msg_parse,2019-04-17
hotel,27,92549,89137,gdl_jrs_msg_parse,2019-04-17
payinroom,12,1854,1681,gdl_jrs_msg_parse,2019-04-17
she_bao,15,597,566,gdl_jrs_msg_parse,2019-04-17
other_budget,1,1186502,813477,gdl_jrs_msg_parse,2019-04-17
tourism,0,419531,313332,gdl_jrs_msg_parse,2019-04-17
onlineshopping,9,1424371,1261982,gdl_jrs_msg_parse,2019-04-17
read,0,550488,547823,gdl_jrs_msg_parse,2019-04-17
recruit,1,328045,249373,gdl_jrs_msg_parse,2019-04-17
takeoutfood,0,296005,239939,gdl_jrs_msg_parse,2019-04-17
ship,9,176,91,gdl_jrs_msg_parse,2019-04-17
credit_card,0,707545,569316,gdl_jrs_msg_parse,2019-04-17
secondhand,6,3532,3276,gdl_jrs_msg_parse,2019-04-17
gas,1,1330,1078,gdl_jrs_msg_parse,2019-04-17
water,16,39883,32814,gdl_jrs_msg_parse,2019-04-17
takeoutfood,1,148418,110736,gdl_jrs_msg_parse,2019-04-17
chat,7,1123,1040,gdl_jrs_msg_parse,2019-04-17
business_insurance,9,375529,318827,gdl_jrs_msg_parse,2019-04-17
gong_ji_jin,17,29654,28885,gdl_jrs_msg_parse,2019-04-17
hotel,25,7688,5781,gdl_jrs_msg_parse,2019-04-17
room,508,5380,4798,gdl_jrs_msg_parse,2019-04-17
tourism,9,212476,179898,gdl_jrs_msg_parse,2019-04-17
invest,1,780035,511688,gdl_jrs_msg_parse,2019-04-17
movie,0,72934,60522,gdl_jrs_msg_parse,2019-04-17
movie,6,46053,43320,gdl_jrs_msg_parse,2019-04-17
bycicle,7,76,68,gdl_jrs_msg_parse,2019-04-17
taxi,9,4036263,3415403,gdl_jrs_msg_parse,2019-04-17
express,6,172394,142305,gdl_jrs_msg_parse,2019-04-17
secondhand,85,78,75,gdl_jrs_msg_parse,2019-04-17
loan,141,232,173,gdl_jrs_msg_parse,2019-04-17
read,1,132899,99327,gdl_jrs_msg_parse,2019-04-17
takeoutfood,7,81792,67352,gdl_jrs_msg_parse,2019-04-17
secondhand,1,219,207,gdl_jrs_msg_parse,2019-04-17
electric,16,414436,375921,gdl_jrs_msg_parse,2019-04-17
edu_pay,1,231407,159704,gdl_jrs_msg_parse,2019-04-17
medical,1,227615,164155,gdl_jrs_msg_parse,2019-04-17
passtran,0,9135,6105,gdl_jrs_msg_parse,2019-04-17
electric,1,22999,14978,gdl_jrs_msg_parse,2019-04-17
recruit,0,137817,110290,gdl_jrs_msg_parse,2019-04-17
train,9,181065,169951,gdl_jrs_msg_parse,2019-04-17
transit,7,65,58,gdl_jrs_msg_parse,2019-04-17
yys,20,10753980,9876329,gdl_jrs_msg_parse,2019-04-17
onlineshopping,1,1245168,867625,gdl_jrs_msg_parse,2019-04-17
loan,131,101551,86980,gdl_jrs_msg_parse,2019-04-17
taxi,0,547925,382979,gdl_jrs_msg_parse,2019-04-17
games,6,82012,56782,gdl_jrs_msg_parse,2019-04-17
passtran,6,2169,1561,gdl_jrs_msg_parse,2019-04-17
edu_pay,0,1375134,1105860,gdl_jrs_msg_parse,2019-04-17
train,1,286903,219241,gdl_jrs_msg_parse,2019-04-17
live,0,75722,58334,gdl_jrs_msg_parse,2019-04-17
express,1,150046,98560,gdl_jrs_msg_parse,2019-04-17
transit,9,1547,1145,gdl_jrs_msg_parse,2019-04-17
car,11,31492,24787,gdl_jrs_msg_parse,2019-04-17
secondhand,9,37797,27670,gdl_jrs_msg_parse,2019-04-17
ship,8,119,81,gdl_jrs_msg_parse,2019-04-17
takeoutfood,6,67246,50576,gdl_jrs_msg_parse,2019-04-17
yys,1,1715103,977104,gdl_jrs_msg_parse,2019-04-17
hotel,7,106,101,gdl_jrs_msg_parse,2019-04-17
car,501,22093,20176,gdl_jrs_msg_parse,2019-04-17
mother,6,521,465,gdl_jrs_msg_parse,2019-04-17
music,1,250725,167437,gdl_jrs_msg_parse,2019-04-17
credit_card,56,6495,5219,gdl_jrs_msg_parse,2019-04-17
transit,2,84,81,gdl_jrs_msg_parse,2019-04-17
payinroom,888,20944,14085,gdl_jrs_msg_parse,2019-04-17
train,6,18044,15963,gdl_jrs_msg_parse,2019-04-17
invest,124,769,769,gdl_jrs_msg_parse,2019-04-17
business_insurance,32,2854,2845,gdl_jrs_msg_parse,2019-04-17
credit_card,54,251,232,gdl_jrs_msg_parse,2019-04-17
airplane,1,57436,36203,gdl_jrs_msg_parse,2019-04-17
gas,9,8786,7898,gdl_jrs_msg_parse,2019-04-17
ship,2,96,61,gdl_jrs_msg_parse,2019-04-17
water,0,58229,52286,gdl_jrs_msg_parse,2019-04-17
she_bao,1,7588,5927,gdl_jrs_msg_parse,2019-04-17
payinroom,11,354,223,gdl_jrs_msg_parse,2019-04-17
loan,134,45599,36056,gdl_jrs_msg_parse,2019-04-17
taxi,1,113379,87026,gdl_jrs_msg_parse,2019-04-17
payinroom,7,238,147,gdl_jrs_msg_parse,2019-04-17
renting,152,521,407,gdl_jrs_msg_parse,2019-04-17
credit_card,20,158160,141483,gdl_jrs_msg_parse,2019-04-17
games,7,4917,4147,gdl_jrs_msg_parse,2019-04-17
yys,9,31569148,25598165,gdl_jrs_msg_parse,2019-04-17
room,12,9476,7811,gdl_jrs_msg_parse,2019-04-17
motion,1,12945,10317,gdl_jrs_msg_parse,2019-04-17
taxi,7,103,99,gdl_jrs_msg_parse,2019-04-17
government,0,1074663,780166,gdl_jrs_msg_parse,2019-04-17
restaurant,6,898,625,gdl_jrs_msg_parse,2019-04-17
games,9,869902,780105,gdl_jrs_msg_parse,2019-04-17
bycicle,6,5419,5316,gdl_jrs_msg_parse,2019-04-17
law,29,653,498,gdl_jrs_msg_parse,2019-04-17
invest,123,231210,185159,gdl_jrs_msg_parse,2019-04-17
she_bao,17,182,160,gdl_jrs_msg_parse,2019-04-17
car,12,13182,11524,gdl_jrs_msg_parse,2019-04-17
takeoutfood,87,29794,27833,gdl_jrs_msg_parse,2019-04-17
movie,1,951105,691209,gdl_jrs_msg_parse,2019-04-17
motion,0,181741,127073,gdl_jrs_msg_parse,2019-04-17
tourism,1,190644,133232,gdl_jrs_msg_parse,2019-04-17
chat,0,243131,174159,gdl_jrs_msg_parse,2019-04-17
takeoutfood,9,51642,47685,gdl_jrs_msg_parse,2019-04-17
edu_school,0,820166,674029,gdl_jrs_msg_parse,2019-04-17
express,81,756182,642152,gdl_jrs_msg_parse,2019-04-17
other_budget,42,11401,7547,gdl_jrs_msg_parse,2019-04-17
ship,6,5,5,gdl_jrs_msg_parse,2019-04-17
restaurant,0,120727,104265,gdl_jrs_msg_parse,2019-04-17
express,9,304017,248660,gdl_jrs_msg_parse,2019-04-17
train,0,1554108,1331329,gdl_jrs_msg_parse,2019-04-17
water,1,964,797,gdl_jrs_msg_parse,2019-04-17
movie,9,583597,534552,gdl_jrs_msg_parse,2019-04-17
she_bao,0,17489,12601,gdl_jrs_msg_parse,2019-04-17
motion,9,430720,403358,gdl_jrs_msg_parse,2019-04-17
express,83,111463,104150,gdl_jrs_msg_parse,2019-04-17
